x1,x2,x3,x4,f
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.112
0.399831214171786,0.311187205999181,0.885086942159744,0.323023590711034,0.215
0.862449743958979,0.144304268603626,0.184767200631155,0.365745785258577,0.632
0.144571820763815,0.143558456046773,0.115090121914824,0.856231839913351,0.79
0.614972834615364,0.614612829825402,0.250883287888663,0.0919261185497303,0.215
0.198562491663415,0.19762411687999,0.13067589643193,0.768508009705265,0.75
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.112
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.112
0,0,0,0,1
0,0,0,0,1
0.387359924714537,0.302997314790468,0.847466962349293,0.349074715913572,0.213
0.157043110221064,0.151748347255486,0.152710101725275,0.830180714710813,0.735
0.496585115283001,0.444833565622114,0.622116112190242,0.21530952544162,0.323
0.559738314946499,0.526842239826973,0.147267231590771,0.137967478813596,0.386
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.112
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.112
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.113
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.113
0.506245400964042,0.703079876573498,0.312561481463628,0.221850208767848,0.182
0.574691134636348,0.559464803771375,0.356463435330531,0.1374348845224,0.282
0.427641624693553,0.358145340844495,0.741886814907425,0.303565949940903,0.283
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.112
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.113
0.448133063663712,0.384513737551699,0.701517521300238,0.278145991416361,0.304
0.648472066544804,0.642310093951416,0.306838356012956,0.0296222468661859,0.16
0.545407431874494,0.694800354498932,0.301468230685768,0.16946799468755,0.169
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.114
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.112
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.112
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.112
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.113
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.113
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.114
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.112
0.65804529127756,0.654628925629763,0.287978561902498,0.0177465081244043,0.139
0.659390280782208,0.656359658980272,0.285328856516226,0.0160780270834257,0.136
0.122074919307369,0.518790508401589,0.495943460531378,0.148698987727999,0.748
0.564614185928578,0.046057152066822,0.472043123174629,0.133649292030006,0.835
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.113
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.112
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.112
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.113
0.668963505514964,0.668678490658619,0.266469062405769,0.00420228834164405,0.112
0.881118163449693,0.668678490658619,0.266469062405769,0.00420228834164405,0
